Index,year,exposure,business.type,driver.age,driver.gender,marital.status,yrs.licensed,ncd.level,region,body.code,vehicle.age,vehicle.value,no.seats,cubic.cent,horse.power,weight,length,width,height,fuel.type,prior.claims,claim.count,claim.incurred
9672,2017,0.5,RB,46,Male,Married,2,6,8,A,5,21.25,5,1968,69,1418,4.405,1.802,1.833,Diesel,0,0,0
9673,2018,0.5,NB,46,Male,Married,4,1,8,D,4,17.45,2,1461,65,1120,4.035,1.672,1.825,Diesel,3,3,1583.83
9674,2017,0.583333333,NB,46,Male,Married,4,1,8,D,4,17.45,2,1461,65,1120,4.035,1.672,1.825,Diesel,3,0,0
9675,2018,0.5,RB,74,Male,Married,6,6,8,D,4,12.55,2,1368,77,1190,4.253,1.722,1.831,Gasoline,1,0,0
9676,2017,0.583333333,RB,74,Male,Married,6,6,8,D,4,12.55,2,1368,77,1190,4.253,1.722,1.831,Gasoline,1,0,0
9677,2018,0.5,RB,60,Female,Married,4,4,8,D,7,14.65,2,1686,75,1125,3.817,1.646,1.44,Diesel,4,0,0
9678,2017,0.583333333,RB,60,Female,Married,4,4,8,D,7,14.65,2,1686,75,1125,3.817,1.646,1.44,Diesel,4,0,0
9679,2018,0.5,NB,46,Male,Divorced,1,1,17,A,4,18.1,5,1867,71,1240,4.137,1.724,1.819,Diesel,0,1,1118.87
9680,2017,0.583333333,NB,46,Male,Divorced,1,1,17,A,4,18.1,5,1867,71,1240,4.137,1.724,1.819,Diesel,0,0,0
9681,2018,0.5,NB,33,Male,Single,1,1,6,A,2,24.9,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,0,0
9682,2017,0.583333333,NB,33,Male,Single,1,1,6,A,2,24.9,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,0,0
9683,2018,0.416666667,NB,39,Male,Married,1,6,12,A,4,21.45,5,1753,90,1440,4.544,1.795,1.981,Diesel,0,0,0
9684,2017,0.333333333,NB,39,Male,Married,1,6,12,A,4,21.45,5,1753,90,1440,4.544,1.795,1.981,Diesel,0,0,0
9685,2018,0.416666667,NB,39,Male,Married,1,6,12,G,4,32.45,6,1896,105,1785,4.89,1.904,1.959,Diesel,0,0,0
9686,2018,0.5,NB,67,Male,Married,1,1,24,D,3,18.7,2,1868,70,1163,4.137,1.724,1.815,Diesel,0,0,0
9687,2017,0.583333333,NB,67,Male,Married,1,1,24,D,3,18.7,2,1868,70,1163,4.137,1.724,1.815,Diesel,0,0,0
9688,2018,0.5,NB,36,Male,Married,2,1,37,A,1,20.25,3,1398,70,1090,3.864,1.816,1.721,Diesel,1,0,0
9689,2017,0.583333333,NB,36,Male,Married,2,1,37,A,1,20.25,3,1398,70,1090,3.864,1.816,1.721,Diesel,1,1,20.17
9690,2018,0.5,RB,49,Male,Married,2,3,37,A,4,19.85,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,0,0
9691,2017,0.583333333,RB,49,Male,Married,2,3,37,A,4,19.85,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,0,0
9692,2017,0.916666667,NB,29,Male,Married,2,3,8,D,5,14,2,1867,71,1175,4.137,1.724,1.819,Diesel,0,0,0
9693,2017,0.416666667,NB,27,Male,Married,1,1,37,A,2,21.4,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
9694,2018,0.666666667,NB,27,Male,Married,1,1,37,A,2,21.4,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
9695,2017,0.916666667,NB,45,Male,Married,1,1,8,E,4,18.1,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
9696,2018,0.416666667,NB,30,Male,Married,2,3,11,D,1,24.75,2,2477,75,1370,4.81,1.69,1.97,Diesel,1,0,0
9697,2017,0.666666667,NB,30,Male,Married,2,3,11,D,1,24.75,2,2477,75,1370,4.81,1.69,1.97,Diesel,1,0,0
9698,2018,0.916666667,RB,46,Female,Married,5,3,8,C,2,29.9,5,2488,133,1665,5.09,1.825,1.83,Diesel,1,1,105.82
9699,2017,0.916666667,RB,26,Male,Married,3,4,8,A,4,17,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,1,1597.62
9700,2018,0.916666667,NB,54,Male,Married,1,1,8,B,3,15.9,3,2476,100,1785,5.415,1.82,1.9,Diesel,0,0,0
9701,2017,0.416666667,NB,37,Female,Married,2,3,12,D,1,25.2,5,1461,85,1389,4.213,1.83,1.84,Diesel,0,1,1197.78
9702,2018,0.666666667,NB,37,Female,Married,2,3,12,D,1,25.2,5,1461,85,1389,4.213,1.83,1.84,Diesel,0,0,0
9703,2018,0.416666667,RB,60,Male,Married,6,6,8,A,6,14,5,1753,90,1485,4.297,1.795,1.814,Diesel,1,0,0
9704,2017,0.666666667,RB,60,Male,Married,6,6,8,A,6,14,5,1753,90,1485,4.297,1.795,1.814,Diesel,1,0,0
9705,2018,0.416666667,NB,41,Male,Married,5,6,23,E,4,18.9,5,1870,100,1764,4.782,1.904,1.959,Diesel,0,0,0
9706,2017,0.666666667,NB,41,Male,Married,5,6,23,E,4,18.9,5,1870,100,1764,4.782,1.904,1.959,Diesel,0,0,0
9707,2018,0.416666667,NB,57,Male,Married,2,1,8,A,0,32.75,5,1753,90,1485,4.297,1.795,1.814,Diesel,1,0,0
9708,2017,0.666666667,NB,57,Male,Married,2,1,8,A,0,32.75,5,1753,90,1485,4.297,1.795,1.814,Diesel,1,0,0
9709,2018,0.416666667,RB,38,Male,Married,2,5,6,C,3,39.9,5,2488,171,2041,5.22,1.85,1.774,Diesel,0,0,0
9710,2017,0.666666667,RB,38,Male,Married,2,5,6,C,3,39.9,5,2488,171,2041,5.22,1.85,1.774,Diesel,0,0,0
9711,2017,0.416666667,NB,52,Male,Married,2,5,6,A,0,20.25,5,1461,70,1205,4.45,1.993,1.64,Diesel,0,0,0
9712,2018,0.666666667,NB,52,Male,Married,2,5,6,A,0,20.25,5,1461,70,1205,4.45,1.993,1.64,Diesel,0,1,14.57
9713,2017,0.416666667,NB,43,Male,Married,1,1,37,E,0,22,2,1867,71,1220,4.137,1.724,1.81,Diesel,0,0,0
9714,2018,0.666666667,NB,43,Male,Married,1,1,37,E,0,22,2,1867,71,1220,4.137,1.724,1.81,Diesel,0,0,0
9715,2017,0.416666667,NB,48,Male,Married,4,4,24,A,2,21.863,5,1248,70,1285,4.322,1.684,1.801,Diesel,2,0,0
9716,2017,0.083333333,NB,48,Male,Married,4,4,24,A,2,21.863,5,1248,70,1285,4.322,1.684,1.801,Diesel,2,0,0
9717,2018,0.416666667,NB,54,Male,Married,3,5,8,B,5,15.95,3,2476,94,1670,4.795,1.74,1.965,Diesel,1,0,0
9718,2017,0.666666667,NB,54,Male,Married,3,5,8,B,5,15.95,3,2476,94,1670,4.795,1.74,1.965,Diesel,1,0,0
9719,2018,0.416666667,RB,69,Male,Married,2,3,37,E,0,29,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
9720,2017,0.666666667,RB,69,Male,Married,2,3,37,E,0,29,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
9721,2017,0.25,RB,67,Male,Married,5,6,8,A,0,33.3,5,1560,110,1422,4.38,1.81,1.84,Diesel,0,0,0
9722,2018,0.416666667,NB,34,Male,Married,1,1,8,D,4,16.954,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
9723,2017,0.666666667,NB,34,Male,Married,1,1,8,D,4,16.954,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,0,0
9724,2018,0.416666667,NB,23,Male,Married,2,4,8,A,1,23.75,5,1560,75,1422,4.38,1.81,1.84,Diesel,0,0,0
9725,2017,0.666666667,NB,23,Male,Married,2,4,8,A,1,23.75,5,1560,75,1422,4.38,1.81,1.84,Diesel,0,1,5108.05
9726,2018,0.416666667,RB,50,Male,Married,5,4,23,D,3,19.11,2,1461,65,1120,4.035,1.672,1.825,Diesel,1,0,0
9727,2017,0.666666667,RB,50,Male,Married,5,4,23,D,3,19.11,2,1461,65,1120,4.035,1.672,1.825,Diesel,1,1,214.49
9728,2018,0.416666667,RB,37,Male,Married,5,4,23,D,3,19.11,2,1461,65,1120,4.035,1.672,1.825,Diesel,2,0,0
9729,2017,0.666666667,RB,37,Male,Married,5,4,23,D,3,19.11,2,1461,65,1120,4.035,1.672,1.825,Diesel,2,0,0
9730,2018,0.416666667,RB,32,Male,Single,4,6,37,A,4,15.85,5,1753,75,1485,4.297,1.795,1.814,Diesel,1,0,0
9731,2017,0.666666667,RB,32,Male,Single,4,6,37,A,4,15.85,5,1753,75,1485,4.297,1.795,1.814,Diesel,1,0,0
9732,2018,0.416666667,NB,26,Male,Married,1,1,37,B,1,25.45,3,2476,94,1670,4.795,1.74,1.965,Diesel,0,0,0
9733,2017,0.666666667,NB,26,Male,Married,1,1,37,B,1,25.45,3,2476,94,1670,4.795,1.74,1.965,Diesel,0,0,0
9734,2018,0.333333333,NB,38,Male,Married,2,3,8,E,0,35.2,2,1248,75,1190,3.864,1.716,1.721,Diesel,1,0,0
9735,2017,0.666666667,NB,38,Male,Married,2,3,8,E,0,35.2,2,1248,75,1190,3.864,1.716,1.721,Diesel,1,0,0
9736,2018,0.416666667,NB,51,Female,Married,1,1,8,D,2,15.65,2,1398,70,1090,3.864,1.716,1.721,Diesel,0,0,0
9737,2017,0.666666667,NB,51,Female,Married,1,1,8,D,2,15.65,2,1398,70,1090,3.864,1.716,1.721,Diesel,0,0,0
9738,2018,0.416666667,RB,27,Male,Married,2,3,12,E,0,29,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
9739,2017,0.5,RB,27,Male,Married,2,3,12,E,0,29,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
9740,2017,0.416666667,RB,55,Male,Married,5,6,24,E,5,15.485,2,1868,70,1175,4.137,1.724,1.815,Diesel,1,0,0
9741,2018,0.666666667,RB,55,Male,Married,5,6,24,E,5,15.485,2,1868,70,1175,4.137,1.724,1.815,Diesel,1,0,0
9742,2017,0.416666667,NB,47,Male,Married,5,5,8,A,6,14,5,1753,90,1485,4.297,1.795,1.814,Diesel,2,0,0
9743,2018,0.666666667,NB,47,Male,Married,5,5,8,A,6,14,5,1753,90,1485,4.297,1.795,1.814,Diesel,2,0,0
9744,2017,0.416666667,NB,54,Male,Married,5,1,8,A,0,29.25,5,1753,75,1485,4.297,1.795,1.814,Diesel,5,0,0
9745,2018,0.666666667,NB,54,Male,Married,5,1,8,A,0,29.25,5,1753,75,1485,4.297,1.795,1.814,Diesel,5,0,0
9746,2017,0.416666667,RB,65,Male,Married,5,5,8,D,10,9.9,2,1868,70,1155,4.108,1.719,1.802,Diesel,1,0,0
9747,2018,0.666666667,RB,65,Male,Married,5,5,8,D,10,9.9,2,1868,70,1155,4.108,1.719,1.802,Diesel,1,0,0
9748,2017,0.416666667,RB,35,Male,Married,2,3,37,F,4,14.9,3,2476,100,1540,5.415,1.82,1.9,Diesel,0,0,0
9749,2018,0.666666667,RB,35,Male,Married,2,3,37,F,4,14.9,3,2476,100,1540,5.415,1.82,1.9,Diesel,0,0,0
9750,2017,0.416666667,NB,42,Male,Married,4,3,8,A,0,25.25,4,1398,70,1090,3.864,1.816,1.721,Diesel,0,0,0
9751,2018,0.666666667,NB,42,Male,Married,4,3,8,A,0,25.25,4,1398,70,1090,3.864,1.816,1.721,Diesel,0,0,0
9752,2018,0.416666667,NB,47,Male,Married,3,4,37,A,1,32.009,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
9753,2017,0.666666667,NB,47,Male,Married,3,4,37,A,1,32.009,5,1896,105,1446,4.405,1.802,1.833,Diesel,0,0,0
9754,2018,0.416666667,NB,47,Male,Married,6,6,8,D,4,16.954,2,1461,65,1120,4.035,1.672,1.825,Diesel,1,1,1422.37
9755,2018,0.666666667,NB,47,Male,Married,6,6,8,D,4,16.954,2,1461,65,1120,4.035,1.672,1.825,Diesel,1,0,0
9756,2017,0.416666667,NB,46,Male,Widow,1,1,6,A,1,27.65,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
9757,2018,0.666666667,NB,46,Male,Widow,1,1,6,A,1,27.65,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
9758,2018,0.333333333,RB,47,Male,Married,2,1,8,E,0,29,2,1248,75,1190,3.864,1.716,1.721,Diesel,1,0,0
9759,2017,0.75,RB,47,Male,Married,2,1,8,E,0,29,2,1248,75,1190,3.864,1.716,1.721,Diesel,1,0,0
9760,2018,0.416666667,NB,69,Male,Married,3,4,12,E,5,14.25,5,1248,75,1320,4.253,1.722,1.831,Diesel,2,1,12.64
9761,2017,0.666666667,NB,69,Male,Married,3,4,12,E,5,14.25,5,1248,75,1320,4.253,1.722,1.831,Diesel,2,0,0
9762,2018,0.416666667,NB,37,Male,Married,3,4,8,D,1,24.696,5,1461,85,1389,4.213,1.83,1.84,Diesel,0,0,0
9763,2017,0.666666667,NB,37,Male,Married,3,4,8,D,1,24.696,5,1461,85,1389,4.213,1.83,1.84,Diesel,0,0,0
9764,2018,0.333333333,NB,59,Male,Married,3,4,6,A,2,28.518,5,1896,105,1446,4.405,1.802,1.833,Diesel,1,1,2734.09
9765,2017,0.75,NB,59,Male,Married,3,4,6,A,2,28.518,5,1896,105,1446,4.405,1.802,1.833,Diesel,1,0,0
9766,2018,0.416666667,NB,31,Male,Married,3,1,8,E,0,32.84,2,1248,75,1190,3.864,1.716,1.721,Diesel,1,0,0
9767,2017,0.666666667,NB,31,Male,Married,3,1,8,E,0,32.84,2,1248,75,1190,3.864,1.716,1.721,Diesel,1,0,0
9768,2018,0.416666667,NB,55,Male,Married,2,1,8,A,1,20.25,3,1398,70,1090,3.864,1.816,1.721,Diesel,2,1,1873.56
9769,2017,0.666666667,NB,55,Male,Married,2,1,8,A,1,20.25,3,1398,70,1090,3.864,1.816,1.721,Diesel,2,0,0
9770,2018,0.333333333,NB,55,Male,Married,5,6,23,E,7,13.7,5,1997,90,1285,4.137,1.724,1.924,Diesel,0,0,0
9771,2017,0.75,NB,55,Male,Married,5,6,23,E,7,13.7,5,1997,90,1285,4.137,1.724,1.924,Diesel,0,0,0
9772,2018,0.333333333,RB,28,Male,Married,3,3,8,B,4,17.5,3,2476,94,1670,4.795,1.74,1.965,Diesel,1,0,0
9773,2017,0.75,RB,28,Male,Married,3,3,8,B,4,17.5,3,2476,94,1670,4.795,1.74,1.965,Diesel,1,0,0
9774,2017,0.333333333,RB,36,Male,Married,2,5,8,E,3,17.15,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
9775,2018,0.75,RB,36,Male,Married,2,5,8,E,3,17.15,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
9776,2017,0.333333333,RB,40,Male,Married,4,5,12,A,5,15.6,5,1867,71,1240,4.137,1.724,1.819,Diesel,1,0,0
9777,2018,0.75,RB,40,Male,Married,4,5,12,A,5,15.6,5,1867,71,1240,4.137,1.724,1.819,Diesel,1,0,0
9778,2017,0.333333333,NB,49,Male,Married,6,6,38,E,4,15.95,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
9779,2018,0.75,NB,49,Male,Married,6,6,38,E,4,15.95,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,1,227.35
9780,2017,0.333333333,NB,30,Male,Married,1,1,17,E,2,19.35,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
9781,2018,0.75,NB,30,Male,Married,1,1,17,E,2,19.35,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
9782,2017,0.333333333,NB,42,Male,Married,3,2,8,E,6,14.345,2,1868,70,1175,4.137,1.724,1.815,Diesel,1,0,0
9783,2018,0.5,NB,42,Male,Married,3,2,8,E,4,16.7,5,1248,75,1320,4.253,1.722,1.831,Diesel,1,0,0
9784,2017,0.25,NB,42,Male,Married,3,2,8,E,6,14.345,2,1868,70,1175,4.137,1.724,1.815,Diesel,1,0,0
9785,2018,0.333333333,NB,48,Male,Widow,2,5,8,A,5,21.873,5,1896,105,1446,4.405,1.802,1.833,Diesel,1,0,0
9786,2017,0.75,NB,48,Male,Widow,2,5,8,A,5,21.873,5,1896,105,1446,4.405,1.802,1.833,Diesel,1,1,351.71
9787,2018,0.333333333,NB,45,Male,Married,1,1,12,E,1,25.5,5,1248,75,1395,4.633,1.722,1.831,Diesel,0,0,0
9788,2017,0.75,NB,45,Male,Married,1,1,12,E,1,25.5,5,1248,75,1395,4.633,1.722,1.831,Diesel,0,0,0
9789,2018,0.333333333,NB,41,Male,Married,6,3,8,A,0,30.05,5,1560,75,1422,4.38,1.81,1.84,Diesel,2,0,0
9790,2017,0.75,NB,41,Male,Married,6,3,8,A,0,30.05,5,1560,75,1422,4.38,1.81,1.84,Diesel,2,1,381.47
9791,2018,0.333333333,NB,52,Male,Married,1,1,8,D,3,19.11,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,1,71.47
9792,2017,0.75,NB,52,Male,Married,1,1,8,D,3,19.11,2,1461,65,1120,4.035,1.672,1.825,Diesel,0,1,1802.8
9793,2017,0.333333333,NB,47,Male,Married,2,4,24,D,4,12.05,2,1368,77,1190,4.253,1.722,1.831,Gasoline,1,0,0
9794,2018,0.75,NB,47,Male,Married,2,4,24,D,4,12.05,2,1368,77,1190,4.253,1.722,1.831,Gasoline,1,0,0
9795,2017,0.333333333,RB,60,Female,Widow,6,6,8,E,5,17,2,1868,70,1175,4.137,1.724,1.815,Diesel,0,0,0
9796,2018,0.75,RB,60,Female,Widow,6,6,8,E,5,17,2,1868,70,1175,4.137,1.724,1.815,Diesel,0,0,0
9797,2017,0.333333333,RB,56,Male,Married,6,5,12,A,4,23.716,5,1896,105,1446,4.405,1.802,1.833,Diesel,1,0,0
9798,2018,0.75,RB,56,Male,Married,6,5,12,A,4,23.716,5,1896,105,1446,4.405,1.802,1.833,Diesel,1,1,236.75
9799,2018,0.333333333,NB,45,Male,Married,1,3,12,E,0,28.4,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,1,121.74
9800,2017,0.75,NB,45,Male,Married,1,3,12,E,0,28.4,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
9801,2017,0.333333333,NB,54,Male,Married,2,1,23,E,2,19.95,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
9802,2018,0.75,NB,54,Male,Married,2,1,23,E,2,19.95,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,1,664.05
9803,2017,0.25,NB,50,Male,Married,5,6,6,F,6,13.8,3,2476,94,1440,4.795,1.74,1.965,Diesel,0,0,0
9804,2018,0.833333333,NB,50,Male,Married,5,6,6,F,6,13.8,3,2476,94,1440,4.795,1.74,1.965,Diesel,0,0,0
9805,2017,0.333333333,NB,36,Male,Married,1,1,37,C,3,24.463,5,2477,136,1760,5.075,1.75,1.775,Diesel,0,0,0
9806,2018,0.75,NB,36,Male,Married,1,1,37,C,3,24.463,5,2477,136,1760,5.075,1.75,1.775,Diesel,0,0,0
9807,2017,0.333333333,NB,48,Male,Married,2,1,12,A,0,34.29,5,1560,90,1422,4.38,2.112,1.875,Diesel,0,0,0
9808,2018,0.75,NB,48,Male,Married,2,1,12,A,0,34.29,5,1560,90,1422,4.38,2.112,1.875,Diesel,0,0,0
9809,2017,0.333333333,NB,37,Male,Married,1,1,8,E,2,35.405,2,1896,86,1755,5.29,1.904,1.959,Diesel,0,0,0
9810,2018,0.75,NB,37,Male,Married,1,1,8,E,2,35.405,2,1896,86,1755,5.29,1.904,1.959,Diesel,0,1,1111.01
9811,2018,0.333333333,NB,39,Male,Married,3,4,6,A,1,24.5,5,1560,90,1240,4.137,1.724,1.819,Diesel,0,0,0
9812,2017,0.75,NB,39,Male,Married,3,4,6,A,1,24.5,5,1560,90,1240,4.137,1.724,1.819,Diesel,0,0,0
9813,2017,0.333333333,NB,42,Male,Married,1,1,37,A,0,24.5,4,1398,70,1090,3.864,1.816,1.721,Diesel,0,0,0
9814,2018,0.75,NB,42,Male,Married,1,1,37,A,0,24.5,4,1398,70,1090,3.864,1.816,1.721,Diesel,0,1,157.33
9815,2017,0.333333333,NB,53,Male,Married,1,1,8,D,5,11.8,2,1248,70,1040,3.764,1.618,1.456,Diesel,0,0,0
9816,2018,0.75,NB,53,Male,Married,1,1,8,D,5,11.8,2,1248,70,1040,3.764,1.618,1.456,Diesel,0,0,0
9817,2017,0.333333333,NB,36,Male,Married,1,1,8,A,2,18.2,3,1398,70,1090,3.864,1.816,1.721,Diesel,0,0,0
9818,2018,0.75,NB,36,Male,Married,1,1,8,A,2,18.2,3,1398,70,1090,3.864,1.816,1.721,Diesel,0,1,34.79
9819,2017,0.333333333,NB,60,Male,Married,5,5,8,B,4,17.35,3,2476,94,1670,4.795,1.74,1.965,Diesel,1,0,0
9820,2018,0.75,NB,60,Male,Married,5,5,8,B,4,17.35,3,2476,94,1670,4.795,1.74,1.965,Diesel,1,0,0
9821,2017,0.333333333,NB,38,Female,Married,2,3,6,E,0,26.7,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
9822,2018,0.75,NB,38,Female,Married,2,3,6,E,0,26.7,5,1248,75,1320,4.253,1.722,1.831,Diesel,0,0,0
9823,2018,0.25,RB,37,Male,Married,4,3,6,F,4,15.35,3,2476,94,1440,4.795,1.74,1.965,Diesel,3,0,0
9824,2017,0.833333333,RB,37,Male,Married,4,3,6,F,4,15.35,3,2476,94,1440,4.795,1.74,1.965,Diesel,3,0,0
9825,2018,0.333333333,RB,53,Male,Married,4,3,8,E,1,22.1,2,1248,75,1190,3.864,1.716,1.721,Diesel,2,0,0
9826,2017,0.75,RB,53,Male,Married,4,3,8,E,1,22.1,2,1248,75,1190,3.864,1.716,1.721,Diesel,2,0,0
9827,2018,0.333333333,NB,51,Male,Married,2,3,12,E,0,28.4,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
9828,2017,0.75,NB,51,Male,Married,2,3,12,E,0,28.4,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
9829,2017,0.333333333,RB,53,Female,Married,3,5,12,A,6,29.05,5,1689,91,1380,4.192,1.742,1.854,Diesel,0,0,0
9830,2018,0.75,RB,53,Female,Married,3,5,12,A,6,29.05,5,1689,91,1380,4.192,1.742,1.854,Diesel,0,0,0
9831,2017,0.25,NB,50,Male,Married,2,3,9,A,0,31.25,5,1753,110,1485,4.278,1.795,1.739,Diesel,1,1,854.17
9832,2018,0.833333333,NB,50,Male,Married,2,3,9,A,0,31.25,5,1753,110,1485,4.278,1.795,1.739,Diesel,1,0,0
9833,2017,0.333333333,RB,49,Male,Married,2,4,8,A,6,10.8,5,1870,65,1110,3.995,1.663,1.827,Diesel,0,0,0
9834,2018,0.75,RB,49,Male,Married,2,4,8,A,6,10.8,5,1870,65,1110,3.995,1.663,1.827,Diesel,0,0,0
9835,2017,0.333333333,NB,37,Male,Married,3,3,37,A,0,26.3,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,0,0
9836,2018,0.75,NB,37,Male,Married,3,3,37,A,0,26.3,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,0,0
9837,2017,0.333333333,RB,45,Male,Married,5,6,6,G,10,17.5,6,2460,130,1860,4.89,1.904,1.959,Diesel,0,0,0
9838,2018,0.75,RB,45,Male,Married,5,6,6,G,10,17.5,6,2460,130,1860,4.89,1.904,1.959,Diesel,0,0,0
9839,2017,0.333333333,NB,28,Male,Married,1,1,8,A,0,31.076,4,1398,70,1190,3.864,1.716,1.721,Diesel,0,0,0
9840,2018,0.75,NB,28,Male,Married,1,1,8,A,0,31.076,4,1398,70,1190,3.864,1.716,1.721,Diesel,0,1,537.33
9841,2018,0.083333333,NB,58,Male,Married,5,4,6,D,0,35.55,5,1461,105,1430,4.213,1.83,1.84,Diesel,2,1,233.72
9842,2017,0.333333333,NB,48,Male,Married,1,1,23,E,0,37.2,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
9843,2018,0.75,NB,48,Male,Married,1,1,23,E,0,37.2,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
9844,2017,0.25,RB,48,Male,Married,5,5,6,C,4,24.35,5,2488,133,1665,5.09,1.825,1.83,Diesel,1,0,0
9845,2018,0.833333333,RB,48,Male,Married,5,5,6,C,4,24.35,5,2488,133,1665,5.09,1.825,1.83,Diesel,1,0,0
9846,2017,0.333333333,NB,26,Male,Married,2,1,16,E,3,18.192,2,1997,90,1260,4.137,1.724,1.81,Diesel,0,0,0
9847,2018,0.75,NB,26,Male,Married,2,1,16,E,3,18.192,2,1997,90,1260,4.137,1.724,1.81,Diesel,0,0,0
9848,2017,0.333333333,NB,35,Male,Married,3,4,8,E,1,28.05,5,1910,105,1330,4.253,1.722,1.831,Diesel,2,0,0
9849,2018,0.75,NB,35,Male,Married,3,4,8,E,1,28.05,5,1910,105,1330,4.253,1.722,1.831,Diesel,2,0,0
9850,2017,0.25,NB,37,Male,Married,5,6,6,C,3,40.2,5,2488,171,2041,5.22,1.85,1.774,Diesel,0,0,0
9851,2018,0.833333333,NB,37,Male,Married,5,6,6,C,3,40.2,5,2488,171,2041,5.22,1.85,1.774,Diesel,0,0,0
9852,2018,0.333333333,NB,38,Male,Married,1,1,37,A,3,17.65,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,0,0
9853,2017,0.75,NB,38,Male,Married,1,1,37,A,3,17.65,5,1753,90,1485,4.297,1.795,1.814,Diesel,0,1,702.73
9854,2018,0.25,RB,41,Male,Married,6,6,8,B,5,14.1,3,2476,100,1785,5.415,1.82,1.9,Diesel,0,0,0
9855,2017,0.833333333,RB,41,Male,Married,6,6,8,B,5,14.1,3,2476,100,1785,5.415,1.82,1.9,Diesel,0,0,0
9856,2018,0.25,RB,61,Male,Married,4,5,8,A,3,16.55,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,0,0
9857,2017,0.833333333,RB,61,Male,Married,4,5,8,A,3,16.55,5,1753,75,1485,4.297,1.795,1.814,Diesel,0,0,0
9858,2017,0.333333333,NB,37,Female,Married,1,1,37,E,0,28.4,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,0,0
9859,2018,0.75,NB,37,Female,Married,1,1,37,E,0,28.4,2,1248,75,1190,3.864,1.716,1.721,Diesel,0,1,222.44
9860,2017,0.25,NB,58,Male,Married,5,4,12,D,5,15.15,2,1461,65,1120,4.035,1.672,1.825,Diesel,3,0,0
9861,2018,0.833333333,NB,58,Male,Married,5,4,12,D,5,15.15,2,1461,65,1120,4.035,1.672,1.825,Diesel,3,0,0
9862,2017,0.25,NB,37,Male,Married,2,4,12,D,6,17.15,2,1910,105,1310,4.159,1.714,1.82,Diesel,0,0,0
9863,2018,0.833333333,NB,37,Male,Married,2,4,12,D,6,17.15,2,1910,105,1310,4.159,1.714,1.82,Diesel,0,0,0
9864,2017,0.25,RB,28,Male,Single,2,3,8,F,2,23,3,2476,94,1440,4.795,1.74,1.965,Diesel,0,0,0
9865,2018,0.833333333,RB,28,Male,Single,2,3,8,F,2,23,3,2476,94,1440,4.795,1.74,1.965,Diesel,0,0,0
9866,2017,0.25,RB,45,Male,Married,6,6,8,D,6,13.05,3,2476,100,1890,5.035,1.82,1.98,Diesel,0,0,0
9867,2018,0.416666667,RB,45,Male,Married,6,6,8,D,6,13.05,3,2476,100,1890,5.035,1.82,1.98,Diesel,0,0,0
9868,2017,0.25,NB,44,Male,Married,5,4,31,A,2,22.1,5,1248,70,1285,4.322,1.684,1.801,Diesel,0,0,0
9869,2018,0.833333333,NB,44,Male,Married,5,4,31,A,2,22.1,5,1248,70,1285,4.322,1.684,1.801,Diesel,0,0,0
9870,2017,0.25,NB,40,Male,Married,2,1,8,A,0,30.9,5,1560,90,1240,4.137,1.724,1.819,Diesel,0,0,0
